opportunity_id,customer_id,product_id,opportunity_name,stage,amount,probability,close_date,created_date,opportunity_type,region,sales_rep,lead_source,competitor
OPP-000513,CUST-000842,PROD-000015,Company J842 - Product O,Prospecting,904997.38,69,2023-10-11,2023-06-18,Renewal,Latin America,Rep_17,Partner,Competitor A
OPP-000514,CUST-000204,PROD-000014,Company V204 - Product N,Proposal,915592.89,48,2025-09-10,2025-03-21,Renewal,Latin America,Rep_17,Sales,
OPP-000515,CUST-000453,PROD-000013,Company K453 - Product M,Qualification,391624.04,54,2024-04-16,2024-02-26,Upsell,EMEA,Rep_21,Marketing,Competitor B
OPP-000516,CUST-000619,PROD-000012,Company U619 - Product L,Closed Lost,579353.72,70,2024-03-28,2023-11-04,Upsell,EMEA,Rep_48,Web,
OPP-000517,CUST-000610,PROD-000012,Company L610 - Product L,Qualification,883049.82,43,2024-08-20,2024-05-06,Upsell,EMEA,Rep_22,Partner,Competitor B
OPP-000518,CUST-000020,PROD-000014,Company T20 - Product N,Proposal,861328.67,89,2025-03-03,2024-10-06,Renewal,EMEA,Rep_5,Sales,
OPP-000519,CUST-000718,PROD-000007,Company P718 - Product G,Negotiation,368284.13,24,2026-01-18,2025-09-24,Renewal,Latin America,Rep_40,Partner,Competitor B
OPP-000520,CUST-000082,PROD-000002,Company D82 - Product B,Closed Won,867883.5,92,2025-08-14,2025-07-04,Upsell,APAC,Rep_34,Referral,
OPP-000521,CUST-000174,PROD-000006,Company R174 - Product F,Qualification,277508.53,78,2023-03-24,2023-02-18,Cross-sell,Latin America,Rep_11,Sales,Competitor C
OPP-000522,CUST-000225,PROD-000014,Company Q225 - Product N,Closed Won,865502.55,16,2024-06-03,2024-04-27,New Business,North America,Rep_34,Referral,Competitor C
OPP-000523,CUST-000298,PROD-000003,Company L298 - Product C,Closed Won,75157.36,99,2023-05-10,2023-01-10,Renewal,APAC,Rep_30,Sales,
OPP-000524,CUST-000057,PROD-000006,Company E57 - Product F,Qualification,295104.03,31,2024-07-12,2024-03-01,Renewal,Latin America,Rep_1,Sales,Competitor B
OPP-000525,CUST-000059,PROD-000017,Company G59 - Product Q,Proposal,597960.37,14,2024-04-05,2024-01-10,Renewal,EMEA,Rep_40,Referral,Competitor B
OPP-000526,CUST-000955,PROD-000008,Company S955 - Product H,Closed Won,762869.91,44,2023-04-10,2023-02-24,New Business,EMEA,Rep_19,Partner,Competitor B
OPP-000527,CUST-000522,PROD-000009,Company B522 - Product I,Qualification,117645.85,100,2024-06-20,2024-04-22,Renewal,Latin America,Rep_25,Sales,Competitor B
OPP-000528,CUST-000970,PROD-000012,Company H970 - Product L,Proposal,912328.24,43,2024-07-14,2024-02-10,Cross-sell,North America,Rep_33,Web,
OPP-000529,CUST-000022,PROD-000014,Company V22 - Product N,Prospecting,880013.99,91,2025-11-04,2025-09-19,Cross-sell,EMEA,Rep_34,Sales,
OPP-000530,CUST-000908,PROD-000008,Company X908 - Product H,Qualification,225253.37,52,2025-09-08,2025-03-27,Cross-sell,Latin America,Rep_20,Web,Competitor C
OPP-000531,CUST-000824,PROD-000005,Company R824 - Product E,Qualification,579456.48,91,2023-09-17,2023-06-17,Cross-sell,Latin America,Rep_1,Referral,
OPP-000532,CUST-000251,PROD-000011,Company Q251 - Product K,Negotiation,912477.85,71,2025-05-02,2024-12-01,New Business,Latin America,Rep_14,Partner,Competitor B
OPP-000533,CUST-000344,PROD-000011,Company F344 - Product K,Closed Won,29680.3,31,2025-08-13,2025-06-02,Renewal,North America,Rep_30,Sales,Competitor C
OPP-000534,CUST-000086,PROD-000007,Company H86 - Product G,Closed Lost,781578.7,61,2024-08-12,2024-04-21,New Business,North America,Rep_27,Marketing,Competitor B
OPP-000535,CUST-000942,PROD-000009,Company F942 - Product I,Closed Won,567139.94,83,2023-07-05,2023-05-27,New Business,APAC,Rep_10,Web,Competitor C
OPP-000536,CUST-000091,PROD-000005,Company M91 - Product E,Negotiation,412513.44,92,2025-08-29,2025-05-12,Cross-sell,North America,Rep_20,Sales,
OPP-000537,CUST-000914,PROD-000008,Company D914 - Product H,Negotiation,256925.35,100,2024-09-20,2024-05-30,Cross-sell,APAC,Rep_44,Partner,Competitor A
OPP-000538,CUST-000996,PROD-000007,Company H996 - Product G,Proposal,184275.75,41,2025-03-03,2025-01-01,Renewal,APAC,Rep_24,Referral,
OPP-000539,CUST-000951,PROD-000005,Company O951 - Product E,Qualification,726877.2,17,2025-01-23,2024-09-05,Renewal,APAC,Rep_21,Partner,Competitor C
OPP-000540,CUST-000918,PROD-000017,Company H918 - Product Q,Closed Won,232387.51,35,2025-12-12,2025-08-26,Upsell,EMEA,Rep_18,Referral,
OPP-000541,CUST-000433,PROD-000007,Company Q433 - Product G,Prospecting,284404.84,37,2024-11-08,2024-08-24,Cross-sell,APAC,Rep_25,Sales,
OPP-000542,CUST-000042,PROD-000012,Company P42 - Product L,Closed Won,696974.08,52,2024-09-18,2024-04-25,Upsell,APAC,Rep_41,Sales,
OPP-000543,CUST-000216,PROD-000004,Company H216 - Product D,Qualification,253810.58,71,2023-07-09,2023-04-11,Cross-sell,EMEA,Rep_16,Partner,Competitor B
OPP-000544,CUST-000962,PROD-000008,Company Z962 - Product H,Closed Lost,216109.5,33,2025-01-02,2024-10-06,Renewal,North America,Rep_50,Partner,Competitor A
OPP-000545,CUST-000035,PROD-000017,Company I35 - Product Q,Qualification,161001.77,70,2025-08-17,2025-05-15,New Business,North America,Rep_16,Referral,
OPP-000546,CUST-000300,PROD-000012,Company N300 - Product L,Qualification,717433.58,68,2024-03-29,2024-01-19,New Business,North America,Rep_22,Sales,Competitor B
OPP-000547,CUST-000976,PROD-000004,Company N976 - Product D,Prospecting,330954.7,19,2024-05-02,2023-12-22,New Business,Latin America,Rep_40,Sales,Competitor B
OPP-000548,CUST-000083,PROD-000011,Company E83 - Product K,Qualification,333387.03,13,2025-09-22,2025-04-21,New Business,Latin America,Rep_16,Partner,Competitor C
OPP-000549,CUST-000861,PROD-000007,Company C861 - Product G,Closed Won,860607.47,16,2024-05-27,2023-11-29,Cross-sell,North America,Rep_41,Marketing,Competitor C
OPP-000550,CUST-000695,PROD-000014,Company S695 - Product N,Qualification,896407.36,97,2023-09-19,2023-06-05,Cross-sell,EMEA,Rep_49,Web,Competitor C
OPP-000551,CUST-000871,PROD-000002,Company M871 - Product B,Prospecting,597793.95,30,2023-07-17,2023-03-14,Cross-sell,EMEA,Rep_36,Marketing,Competitor B
OPP-000552,CUST-000934,PROD-000005,Company X934 - Product E,Qualification,515584.84,14,2024-04-27,2023-11-25,New Business,North America,Rep_50,Referral,Competitor A
OPP-000553,CUST-000927,PROD-000017,Company Q927 - Product Q,Qualification,824072.58,54,2025-06-18,2025-05-14,Cross-sell,EMEA,Rep_45,Sales,Competitor C
OPP-000554,CUST-000820,PROD-000002,Company N820 - Product B,Proposal,932284.59,18,2025-02-14,2024-09-17,New Business,EMEA,Rep_30,Partner,
OPP-000555,CUST-000165,PROD-000010,Company I165 - Product J,Proposal,364362.89,25,2025-10-05,2025-05-28,Renewal,North America,Rep_6,Sales,Competitor B
OPP-000556,CUST-000798,PROD-000006,Company R798 - Product F,Closed Won,635485.58,26,2025-12-18,2025-09-08,Renewal,APAC,Rep_14,Sales,Competitor A
OPP-000557,CUST-000800,PROD-000003,Company T800 - Product C,Negotiation,129121.36,62,2025-07-13,2025-05-10,New Business,Latin America,Rep_9,Referral,Competitor C
OPP-000558,CUST-000251,PROD-000014,Company Q251 - Product N,Closed Lost,438249.51,50,2025-09-03,2025-07-02,New Business,Latin America,Rep_14,Marketing,
OPP-000559,CUST-000937,PROD-000009,Company A937 - Product I,Prospecting,319534.24,47,2024-05-30,2024-03-22,New Business,EMEA,Rep_41,Partner,
OPP-000560,CUST-000260,PROD-000005,Company Z260 - Product E,Closed Lost,391558.18,55,2024-12-13,2024-07-29,Renewal,North America,Rep_7,Web,Competitor A
OPP-000561,CUST-000118,PROD-000016,Company N118 - Product P,Qualification,688980.23,98,2024-03-27,2023-11-10,New Business,North America,Rep_25,Referral,Competitor A
OPP-000562,CUST-000433,PROD-000002,Company Q433 - Product B,Closed Won,47562.59,15,2025-03-24,2025-02-02,Cross-sell,APAC,Rep_25,Web,Competitor A
OPP-000563,CUST-000750,PROD-000017,Company V750 - Product Q,Prospecting,735352.75,86,2025-07-26,2025-05-19,Renewal,Latin America,Rep_7,Referral,
OPP-000564,CUST-000149,PROD-000002,Company S149 - Product B,Closed Won,107181.57,86,2024-08-18,2024-05-27,New Business,North America,Rep_5,Partner,
OPP-000565,CUST-000818,PROD-000004,Company L818 - Product D,Prospecting,392015.0,41,2025-04-24,2024-11-03,New Business,North America,Rep_30,Web,
OPP-000566,CUST-000572,PROD-000004,Company Z572 - Product D,Closed Lost,540300.2,55,2024-06-20,2024-04-29,Cross-sell,EMEA,Rep_40,Web,
OPP-000567,CUST-000372,PROD-000004,Company H372 - Product D,Proposal,631433.4,94,2023-06-23,2023-02-16,Cross-sell,APAC,Rep_49,Web,
OPP-000568,CUST-000433,PROD-000002,Company Q433 - Product B,Qualification,386391.59,32,2024-12-14,2024-07-03,New Business,APAC,Rep_25,Marketing,
OPP-000569,CUST-000141,PROD-000017,Company K141 - Product Q,Qualification,717390.3,30,2025-09-29,2025-08-30,New Business,North America,Rep_43,Partner,
OPP-000570,CUST-000296,PROD-000008,Company J296 - Product H,Closed Lost,201223.87,36,2023-10-06,2023-06-08,Renewal,EMEA,Rep_45,Partner,Competitor A
OPP-000571,CUST-000144,PROD-000001,Company N144 - Product A,Closed Won,231043.37,13,2024-10-05,2024-04-22,Upsell,APAC,Rep_8,Marketing,
OPP-000572,CUST-000571,PROD-000008,Company Y571 - Product H,Negotiation,952776.99,76,2025-03-08,2024-09-10,Cross-sell,EMEA,Rep_33,Marketing,Competitor C
OPP-000573,CUST-000512,PROD-000013,Company R512 - Product M,Proposal,611489.22,36,2024-05-04,2023-12-21,Renewal,Latin America,Rep_48,Marketing,Competitor C
OPP-000574,CUST-000121,PROD-000008,Company Q121 - Product H,Negotiation,270801.12,14,2024-06-21,2024-02-01,Renewal,APAC,Rep_44,Referral,
OPP-000575,CUST-000496,PROD-000014,Company B496 - Product N,Negotiation,454945.97,18,2025-07-02,2025-01-10,Cross-sell,Latin America,Rep_47,Web,Competitor A
OPP-000576,CUST-000179,PROD-000005,Company W179 - Product E,Negotiation,311278.75,65,2023-05-08,2023-03-28,Cross-sell,APAC,Rep_3,Referral,Competitor C
OPP-000577,CUST-000796,PROD-000006,Company P796 - Product F,Negotiation,215155.94,48,2025-07-22,2025-04-20,New Business,EMEA,Rep_38,Referral,Competitor A
OPP-000578,CUST-000374,PROD-000003,Company J374 - Product C,Closed Lost,659262.9,36,2026-01-23,2025-07-27,Upsell,EMEA,Rep_7,Marketing,Competitor A
OPP-000579,CUST-000007,PROD-000018,Company G7 - Product R,Proposal,533963.42,54,2023-10-04,2023-05-18,Cross-sell,EMEA,Rep_6,Sales,Competitor B
OPP-000580,CUST-000328,PROD-000016,Company P328 - Product P,Negotiation,706470.8,71,2025-05-30,2025-02-28,New Business,Latin America,Rep_19,Sales,Competitor A
OPP-000581,CUST-000856,PROD-000008,Company X856 - Product H,Negotiation,690637.7,71,2024-03-20,2024-01-23,Upsell,Latin America,Rep_27,Web,Competitor A
OPP-000582,CUST-000913,PROD-000011,Company C913 - Product K,Proposal,552030.86,96,2024-03-25,2024-01-16,New Business,APAC,Rep_4,Marketing,Competitor B
OPP-000583,CUST-000454,PROD-000016,Company L454 - Product P,Closed Lost,67001.25,57,2024-01-08,2023-09-26,Cross-sell,North America,Rep_27,Partner,Competitor A
OPP-000584,CUST-000448,PROD-000012,Company F448 - Product L,Prospecting,996819.77,47,2024-12-12,2024-11-04,New Business,Latin America,Rep_10,Referral,
OPP-000585,CUST-000935,PROD-000007,Company Y935 - Product G,Closed Won,844501.73,82,2026-01-01,2025-07-29,Renewal,Latin America,Rep_9,Web,Competitor B
OPP-000586,CUST-000879,PROD-000018,Company U879 - Product R,Closed Won,483527.27,49,2024-10-20,2024-06-16,New Business,North America,Rep_38,Web,Competitor B
OPP-000587,CUST-000567,PROD-000001,Company U567 - Product A,Qualification,800350.65,46,2023-04-17,2023-01-14,Upsell,North America,Rep_12,Marketing,Competitor A
OPP-000588,CUST-000523,PROD-000009,Company C523 - Product I,Closed Won,88673.2,38,2023-05-21,2023-01-31,Upsell,North America,Rep_50,Referral,Competitor C
OPP-000589,CUST-000566,PROD-000003,Company T566 - Product C,Qualification,986056.65,72,2025-01-04,2024-09-25,New Business,Latin America,Rep_38,Web,
OPP-000590,CUST-000059,PROD-000007,Company G59 - Product G,Closed Lost,418648.81,44,2024-12-15,2024-08-02,Renewal,EMEA,Rep_40,Sales,
OPP-000591,CUST-000666,PROD-000003,Company P666 - Product C,Negotiation,696255.17,55,2024-11-20,2024-09-26,Renewal,APAC,Rep_50,Sales,Competitor B
OPP-000592,CUST-000715,PROD-000013,Company M715 - Product M,Qualification,457818.21,51,2024-04-22,2023-12-11,New Business,APAC,Rep_14,Marketing,Competitor B
OPP-000593,CUST-000412,PROD-000018,Company V412 - Product R,Qualification,46981.43,38,2023-08-22,2023-05-11,New Business,APAC,Rep_40,Partner,
OPP-000594,CUST-000640,PROD-000012,Company P640 - Product L,Negotiation,457091.83,23,2025-04-18,2025-01-31,Cross-sell,Latin America,Rep_45,Marketing,Competitor C
OPP-000595,CUST-000741,PROD-000012,Company M741 - Product L,Closed Won,739213.05,43,2024-08-10,2024-06-15,Upsell,Latin America,Rep_45,Referral,Competitor A
OPP-000596,CUST-000360,PROD-000002,Company V360 - Product B,Prospecting,418689.56,65,2024-01-21,2023-12-11,New Business,EMEA,Rep_44,Sales,Competitor B
OPP-000597,CUST-000543,PROD-000008,Company W543 - Product H,Qualification,492918.66,80,2024-11-29,2024-08-16,Cross-sell,North America,Rep_35,Web,
OPP-000598,CUST-000442,PROD-000017,Company Z442 - Product Q,Closed Won,561305.08,34,2023-06-20,2023-02-04,New Business,North America,Rep_49,Partner,Competitor B
OPP-000599,CUST-000714,PROD-000013,Company L714 - Product M,Negotiation,615383.92,80,2024-08-10,2024-04-30,Cross-sell,Latin America,Rep_9,Partner,Competitor B
OPP-000600,CUST-000822,PROD-000002,Company P822 - Product B,Qualification,168469.97,43,2023-07-07,2023-01-16,Upsell,EMEA,Rep_14,Partner,
OPP-000601,CUST-000786,PROD-000007,Company F786 - Product G,Negotiation,199478.92,19,2024-10-11,2024-07-11,Renewal,North America,Rep_32,Sales,
OPP-000602,CUST-000235,PROD-000015,Company A235 - Product O,Proposal,373321.36,38,2023-05-07,2023-03-20,New Business,APAC,Rep_24,Referral,Competitor A
OPP-000603,CUST-000357,PROD-000014,Company S357 - Product N,Qualification,386456.44,58,2025-06-11,2024-12-13,New Business,EMEA,Rep_18,Partner,Competitor A
OPP-000604,CUST-000981,PROD-000005,Company S981 - Product E,Qualification,672840.81,62,2024-10-11,2024-09-10,Renewal,EMEA,Rep_7,Marketing,Competitor A
OPP-000605,CUST-000585,PROD-000012,Company M585 - Product L,Negotiation,931372.58,21,2024-03-04,2023-09-28,New Business,Latin America,Rep_12,Marketing,
OPP-000606,CUST-000463,PROD-000012,Company U463 - Product L,Closed Won,133942.65,50,2025-08-07,2025-04-03,Upsell,Latin America,Rep_30,Partner,
OPP-000607,CUST-000555,PROD-000015,Company I555 - Product O,Closed Won,556689.44,37,2024-06-07,2024-02-24,New Business,EMEA,Rep_38,Marketing,Competitor B
OPP-000608,CUST-000713,PROD-000003,Company K713 - Product C,Prospecting,288094.65,35,2023-11-12,2023-09-26,New Business,EMEA,Rep_20,Marketing,
OPP-000609,CUST-000559,PROD-000016,Company M559 - Product P,Prospecting,318929.96,53,2024-11-30,2024-10-10,Upsell,APAC,Rep_24,Sales,Competitor C
OPP-000610,CUST-000886,PROD-000007,Company B886 - Product G,Prospecting,450484.94,85,2024-11-12,2024-10-13,Cross-sell,Latin America,Rep_27,Partner,
OPP-000611,CUST-000381,PROD-000003,Company Q381 - Product C,Closed Won,367546.89,10,2023-08-04,2023-02-09,Cross-sell,Latin America,Rep_26,Marketing,
OPP-000612,CUST-000997,PROD-000018,Company I997 - Product R,Prospecting,302953.07,74,2024-09-03,2024-04-09,Upsell,North America,Rep_1,Marketing,Competitor A
OPP-000613,CUST-000917,PROD-000016,Company G917 - Product P,Prospecting,270049.36,55,2023-11-28,2023-07-22,Cross-sell,EMEA,Rep_28,Partner,
OPP-000614,CUST-000972,PROD-000005,Company J972 - Product E,Qualification,463147.39,94,2023-10-06,2023-05-09,Cross-sell,North America,Rep_3,Marketing,
OPP-000615,CUST-000310,PROD-000004,Company X310 - Product D,Proposal,37048.17,37,2025-06-07,2025-01-13,Cross-sell,North America,Rep_28,Partner,
OPP-000616,CUST-000273,PROD-000001,Company M273 - Product A,Closed Won,617302.5,77,2025-02-26,2024-10-04,New Business,Latin America,Rep_31,Referral,Competitor B
OPP-000617,CUST-000281,PROD-000010,Company U281 - Product J,Closed Won,115477.2,39,2024-01-18,2023-09-10,Cross-sell,APAC,Rep_44,Marketing,Competitor B
OPP-000618,CUST-000593,PROD-000009,Company U593 - Product I,Closed Lost,410475.28,48,2025-06-02,2025-04-15,New Business,APAC,Rep_31,Web,Competitor A
OPP-000619,CUST-000664,PROD-000001,Company N664 - Product A,Qualification,432361.03,67,2023-12-15,2023-08-18,Upsell,APAC,Rep_20,Marketing,
OPP-000620,CUST-000781,PROD-000002,Company A781 - Product B,Proposal,494021.33,60,2023-05-18,2023-02-16,New Business,APAC,Rep_2,Marketing,Competitor A
OPP-000621,CUST-000117,PROD-000011,Company M117 - Product K,Closed Won,606535.09,92,2023-05-23,2023-01-28,Cross-sell,Latin America,Rep_15,Web,Competitor A
OPP-000622,CUST-000544,PROD-000002,Company X544 - Product B,Proposal,233600.81,14,2023-10-26,2023-06-19,Cross-sell,APAC,Rep_42,Marketing,Competitor A
OPP-000623,CUST-000099,PROD-000011,Company U99 - Product K,Negotiation,297687.15,76,2024-02-24,2023-10-15,Renewal,North America,Rep_19,Referral,Competitor C
OPP-000624,CUST-000449,PROD-000010,Company G449 - Product J,Closed Won,384785.31,91,2025-12-12,2025-06-16,Cross-sell,North America,Rep_23,Referral,Competitor C
OPP-000625,CUST-000393,PROD-000011,Company C393 - Product K,Prospecting,472624.11,93,2024-09-14,2024-06-13,Renewal,North America,Rep_50,Marketing,Competitor A
OPP-000626,CUST-000011,PROD-000011,Company K11 - Product K,Negotiation,799953.07,10,2023-04-13,2023-02-24,Renewal,North America,Rep_37,Web,Competitor B
OPP-000627,CUST-000831,PROD-000006,Company Y831 - Product F,Negotiation,320066.64,49,2025-01-19,2024-10-31,Upsell,EMEA,Rep_44,Marketing,
OPP-000628,CUST-000860,PROD-000001,Company B860 - Product A,Prospecting,119541.59,19,2024-11-14,2024-06-24,New Business,North America,Rep_30,Referral,
OPP-000629,CUST-000807,PROD-000008,Company A807 - Product H,Prospecting,992773.48,45,2025-06-07,2025-05-02,Upsell,North America,Rep_19,Marketing,Competitor C
OPP-000630,CUST-000097,PROD-000017,Company S97 - Product Q,Proposal,95269.7,55,2024-02-13,2023-10-21,Renewal,APAC,Rep_7,Web,Competitor C
OPP-000631,CUST-000916,PROD-000013,Company F916 - Product M,Qualification,240960.58,94,2024-01-30,2023-08-21,Cross-sell,EMEA,Rep_10,Referral,
OPP-000632,CUST-000991,PROD-000010,Company C991 - Product J,Proposal,380285.35,30,2025-03-17,2024-12-19,New Business,APAC,Rep_5,Web,Competitor A
OPP-000633,CUST-000790,PROD-000012,Company J790 - Product L,Qualification,729623.8,56,2025-07-19,2025-04-18,New Business,APAC,Rep_33,Marketing,Competitor C
OPP-000634,CUST-000113,PROD-000012,Company I113 - Product L,Closed Lost,798997.58,84,2024-12-09,2024-09-24,Renewal,Latin America,Rep_31,Web,Competitor C
OPP-000635,CUST-000434,PROD-000008,Company R434 - Product H,Closed Lost,392057.66,24,2024-01-07,2023-08-08,Renewal,North America,Rep_42,Sales,Competitor A
OPP-000636,CUST-000829,PROD-000006,Company W829 - Product F,Qualification,961913.74,48,2024-08-27,2024-04-10,Upsell,EMEA,Rep_46,Partner,
OPP-000637,CUST-000314,PROD-000012,Company B314 - Product L,Closed Lost,725546.67,35,2024-11-11,2024-05-22,Cross-sell,North America,Rep_25,Referral,
OPP-000638,CUST-000409,PROD-000016,Company S409 - Product P,Proposal,970051.42,41,2025-08-05,2025-05-28,Renewal,North America,Rep_29,Web,
OPP-000639,CUST-000930,PROD-000010,Company T930 - Product J,Closed Lost,101563.89,99,2024-05-29,2024-04-09,Upsell,Latin America,Rep_32,Partner,
OPP-000640,CUST-000639,PROD-000017,Company O639 - Product Q,Prospecting,895600.78,71,2023-12-01,2023-07-25,Renewal,North America,Rep_18,Marketing,
OPP-000641,CUST-000907,PROD-000017,Company W907 - Product Q,Proposal,370199.15,92,2023-03-03,2023-01-07,Renewal,APAC,Rep_24,Sales,Competitor C
OPP-000642,CUST-000031,PROD-000001,Company E31 - Product A,Closed Won,134042.44,25,2024-08-25,2024-04-18,Upsell,Latin America,Rep_11,Partner,Competitor A
OPP-000643,CUST-000876,PROD-000012,Company R876 - Product L,Closed Lost,813352.31,81,2024-04-25,2024-02-07,Cross-sell,North America,Rep_7,Partner,
OPP-000644,CUST-000270,PROD-000003,Company J270 - Product C,Negotiation,216539.66,85,2024-04-20,2023-11-06,Renewal,APAC,Rep_45,Marketing,Competitor A
OPP-000645,CUST-000666,PROD-000011,Company P666 - Product K,Proposal,665995.44,90,2025-12-10,2025-08-19,Cross-sell,APAC,Rep_50,Web,Competitor A
OPP-000646,CUST-000721,PROD-000014,Company S721 - Product N,Qualification,603306.78,40,2025-08-19,2025-05-17,Upsell,EMEA,Rep_33,Web,Competitor A
OPP-000647,CUST-000443,PROD-000005,Company A443 - Product E,Closed Won,985708.96,60,2025-07-09,2025-01-11,Upsell,North America,Rep_31,Partner,Competitor C
OPP-000648,CUST-000837,PROD-000002,Company E837 - Product B,Closed Won,835413.48,93,2023-06-23,2023-05-10,Cross-sell,EMEA,Rep_12,Marketing,
OPP-000649,CUST-000612,PROD-000009,Company N612 - Product I,Qualification,395535.84,16,2025-09-04,2025-08-04,New Business,EMEA,Rep_32,Marketing,Competitor A
OPP-000650,CUST-000350,PROD-000007,Company L350 - Product G,Closed Lost,64828.95,51,2025-04-01,2024-11-14,New Business,APAC,Rep_25,Web,Competitor A
OPP-000651,CUST-000965,PROD-000008,Company C965 - Product H,Closed Won,465076.38,81,2025-08-20,2025-05-16,Cross-sell,APAC,Rep_29,Referral,
OPP-000652,CUST-000653,PROD-000012,Company C653 - Product L,Qualification,948083.24,39,2023-04-24,2023-03-25,New Business,North America,Rep_41,Referral,
OPP-000653,CUST-000373,PROD-000010,Company I373 - Product J,Closed Lost,766143.7,77,2023-09-08,2023-05-24,Renewal,North America,Rep_29,Referral,
OPP-000654,CUST-000491,PROD-000017,Company W491 - Product Q,Closed Lost,689732.48,100,2023-08-14,2023-02-22,Renewal,EMEA,Rep_42,Web,Competitor B
OPP-000655,CUST-000323,PROD-000012,Company K323 - Product L,Closed Lost,932846.07,19,2023-09-04,2023-07-21,Cross-sell,EMEA,Rep_18,Partner,
OPP-000656,CUST-000883,PROD-000005,Company Y883 - Product E,Negotiation,679506.34,69,2023-08-08,2023-05-08,Renewal,EMEA,Rep_15,Partner,Competitor C
OPP-000657,CUST-000314,PROD-000003,Company B314 - Product C,Negotiation,79505.21,27,2025-03-15,2025-01-12,New Business,North America,Rep_25,Referral,
OPP-000658,CUST-000485,PROD-000002,Company Q485 - Product B,Qualification,30781.35,37,2023-07-09,2023-05-20,Renewal,North America,Rep_17,Partner,Competitor A
OPP-000659,CUST-000829,PROD-000003,Company W829 - Product C,Negotiation,72499.2,90,2024-08-02,2024-05-07,New Business,EMEA,Rep_46,Sales,Competitor B
OPP-000660,CUST-000044,PROD-000015,Company R44 - Product O,Proposal,766931.28,98,2024-07-18,2024-02-28,Upsell,EMEA,Rep_28,Web,
OPP-000661,CUST-000680,PROD-000016,Company D680 - Product P,Proposal,913930.25,88,2023-08-28,2023-07-13,Renewal,Latin America,Rep_19,Web,
OPP-000662,CUST-000050,PROD-000009,Company X50 - Product I,Prospecting,838235.14,28,2024-01-03,2023-10-08,New Business,EMEA,Rep_15,Referral,Competitor B
OPP-000663,CUST-000462,PROD-000016,Company T462 - Product P,Qualification,977735.73,27,2025-04-20,2024-11-05,Upsell,Latin America,Rep_39,Web,
OPP-000664,CUST-000572,PROD-000009,Company Z572 - Product I,Prospecting,183056.83,87,2025-10-21,2025-07-22,Renewal,EMEA,Rep_40,Referral,Competitor C
OPP-000665,CUST-000766,PROD-000011,Company L766 - Product K,Closed Won,571993.76,31,2024-11-27,2024-09-11,Cross-sell,APAC,Rep_1,Sales,
OPP-000666,CUST-000914,PROD-000001,Company D914 - Product A,Proposal,265556.81,97,2024-08-10,2024-02-29,Cross-sell,APAC,Rep_44,Sales,
OPP-000667,CUST-000756,PROD-000001,Company B756 - Product A,Closed Lost,732349.56,65,2025-08-02,2025-02-24,New Business,North America,Rep_41,Marketing,Competitor A
OPP-000668,CUST-000068,PROD-000001,Company P68 - Product A,Qualification,228578.58,64,2024-02-16,2023-11-13,New Business,EMEA,Rep_30,Referral,
OPP-000669,CUST-000570,PROD-000018,Company X570 - Product R,Proposal,566309.32,71,2023-03-18,2023-01-26,Cross-sell,EMEA,Rep_15,Partner,Competitor C
OPP-000670,CUST-000565,PROD-000004,Company S565 - Product D,Closed Lost,663326.81,98,2024-10-14,2024-08-31,Renewal,Latin America,Rep_31,Sales,
OPP-000671,CUST-000800,PROD-000003,Company T800 - Product C,Negotiation,929780.58,16,2024-09-08,2024-06-27,Cross-sell,Latin America,Rep_9,Referral,Competitor A
OPP-000672,CUST-000488,PROD-000002,Company T488 - Product B,Qualification,25653.28,44,2025-04-13,2024-12-05,Upsell,North America,Rep_17,Web,Competitor B
OPP-000673,CUST-000671,PROD-000017,Company U671 - Product Q,Negotiation,186791.78,60,2023-09-08,2023-04-30,New Business,North America,Rep_33,Sales,Competitor B
OPP-000674,CUST-000472,PROD-000002,Company D472 - Product B,Proposal,513632.74,19,2023-12-28,2023-07-14,New Business,APAC,Rep_31,Sales,
OPP-000675,CUST-000400,PROD-000016,Company J400 - Product P,Proposal,661315.01,85,2024-05-17,2023-11-24,Renewal,North America,Rep_9,Web,Competitor B
OPP-000676,CUST-000735,PROD-000001,Company G735 - Product A,Negotiation,970469.63,83,2025-03-29,2025-01-08,Cross-sell,APAC,Rep_18,Web,
OPP-000677,CUST-000460,PROD-000005,Company R460 - Product E,Proposal,76773.55,92,2024-01-26,2023-11-20,Cross-sell,North America,Rep_50,Web,Competitor C
OPP-000678,CUST-000096,PROD-000016,Company R96 - Product P,Prospecting,82755.54,71,2025-02-22,2024-11-29,Renewal,EMEA,Rep_20,Web,Competitor A
OPP-000679,CUST-000583,PROD-000006,Company K583 - Product F,Closed Lost,532428.99,28,2023-12-10,2023-08-12,Renewal,EMEA,Rep_31,Web,
OPP-000680,CUST-000705,PROD-000012,Company C705 - Product L,Prospecting,168709.55,81,2023-07-30,2023-04-17,Upsell,EMEA,Rep_22,Sales,Competitor B
OPP-000681,CUST-000505,PROD-000012,Company K505 - Product L,Prospecting,547610.06,56,2023-06-12,2023-02-01,Upsell,North America,Rep_1,Marketing,
OPP-000682,CUST-000719,PROD-000014,Company Q719 - Product N,Qualification,582256.14,31,2025-03-21,2024-12-17,Upsell,EMEA,Rep_8,Referral,
OPP-000683,CUST-000315,PROD-000017,Company C315 - Product Q,Qualification,801377.31,15,2024-01-14,2023-08-17,Upsell,Latin America,Rep_28,Marketing,Competitor B
